Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2761,The Denial of Death,Ernest Becker,"Becker, Ernest","Sam Keen, Daniel Goleman",0684832402,9780684832401,3,4.14,Free Press,Paperback,336,1997,1973,16/04/19,15/07/18,,,read,"Honestly, I did not understand much of it. I guess it was because I'm unaware about Psychoanalysis. ",,,1,,,0,,,,,
26722820,The Curious Charms of Arthur Pepper,Phaedra Patrick,"Patrick, Phaedra",,0778319334,9780778319337,3,3.91,MIRA,Hardcover,331,2016,2016,16/04/19,08/03/19,,,read,,,,1,,,0,,,,,
12561890,Management Tips: From Harvard Business Review,Harvard Business School Press,"Press, Harvard Business School",,1422142353,9781422142356,4,3.9,Harvard Business Review Press,ebook,224,2011,2011,04/04/19,03/04/19,,,read,,,,1,,,0,,,,,
100237,Monkey: The Journey to the West,Wu Cheng'en,"Cheng'en, Wu","Arthur Waley, Hu Shih",0802130860,9780802130860,0,4.02,Grove Press,Paperback,306,1994,1592,,02/04/19,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
37811374,"Imagine It Forward: Courage, Creativity, and the Power of Change",Beth Comstock,"Comstock, Beth",,0451498291,9780451498298,0,3.87,Currency,Hardcover,389,2018,2018,,27/03/19,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
30078650,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",Melissa Fleming,"Fleming, Melissa",,1250105994,9781250105998,0,4.33,Flatiron Books,Hardcover,276,2017,2017,,20/03/19,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
40539164,The Future Is Asian,Parag Khanna,"Khanna, Parag",,150119626X,9781501196263,3,3.78,Simon  Schuster,Hardcover,448,2019,,20/03/19,02/03/19,,,read,,,,1,,,0,,,,,
26851989,Introductory Macroeconomics,NCERT,"NCERT, NCERT",,8174507159,,3,3.96,NCERT,Mass Market Paperback,120,2014,,08/03/19,02/03/19,,,read,,,,1,,,0,,,,,
6643090,Major Pettigrew's Last Stand,Helen Simonson,"Simonson, Helen",,1400068932,9781400068937,0,3.89,Random House,Hardcover,359,2010,2010,,08/03/19,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
26852028,Introductory Microeconomics,NCERT,"NCERT, NCERT",,8174506780,,3,4.18,NCERT,Mass Market Paperback,112,2007,1928,05/03/19,02/03/19,,,read,,,,1,,,0,,,,,
9597,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385333781,9780385333788,3,3.88,Dial Press,Paperback,341,2006,1952,05/03/19,09/02/19,,,read,,,,1,,,0,,,,,
22638412,Economics XI,NCERT,"NCERT, NCERT",,,,4,3.62,,,200,,,02/03/19,06/01/19,,,read,,,,1,,,0,,,,,
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins,"Dawkins, Richard",Lalla Ward,0465069908,9780465069903,5,3.98,HarperCollinsPublishers,Paperback,172,1996,1994,22/02/19,04/12/18,,,read,,,,1,,,0,,,,,
13528287,The Second World War,Antony Beevor,"Beevor, Antony",,0316023744,9780316023740,0,4.37,"Little, Brown and Company",Hardcover,863,2012,2012,,19/02/19,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
18488299,Everyman's War,Raghu Raman,"Raman, Raghu",,,9788184004267,0,4.21,Random House India / Mint Business Series,Paperback,240,2013,2013,,18/02/19,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
16176944,Boats on Land,Janice Pariat,"Pariat, Janice",,,,0,4.07,Random House India,Kindle Edition,296,2012,2012,,16/02/19,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
18684615,"Ajaya: Roll of the Dice (Epic of the Kaurava Clan, #1)",Anand Neelakantan,"Neelakantan, Anand",,9381576033,9789381576038,0,4,Platinum Press,Paperback,456,2013,2013,,15/02/19,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
25536076,Rise of Kali: Duryodhana's Mahabharata (Epic of the Kaurava Clan #2),Anand Neelakantan,"Neelakantan, Anand",,9381576041,9789381576045,0,4.24,Platinum Press,Paperback,530,2015,2015,,15/02/19,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
567610,How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,"Adler, Mortimer J.",Charles Van Doren,,,0,3.97,"Simon & Schuster, Inc",Paperback,426,1972,1940,,10/02/19,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,0199291152,9780199291151,5,4.14,"Oxford University Press, USA",Paperback,360,2006,1976,09/02/19,05/05/18,,,read,"Life as you know it will never be the same once you read this soul-wrenching book. In my study of life, never have I ever read something as remarkable as The Selfish Gene. ",,,1,,,0,,,,,
61538,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,"Dawkins, Richard",Daniel C. Dennett,0192880519,9780192880512,0,4.1,"Oxford University Press, USA",Paperback,336,1999,1982,,09/02/19,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
36484703,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb",,,0,3.91,Harvard Business Review Press,Kindle Edition,272,2018,2018,,06/02/19,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385333846,9780385333849,5,4.08,Dial Press,Paperback,275,1999,1969,06/02/19,04/12/18,,,read,"It's the most strange story I have ever read and enjoyed. Vonnegut's style in this book is magical, the time-travel is surreal. If words are drugs than Vonnegut is Walter White. So it goes. If this isn't nice, than what is?",,,1,,,0,,,,,
9601,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,038533351X,9780385333511,0,4.04,Dial Press Trade Paperback,Paperback,318,2011,1987,,05/02/19,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,1400067553,9781400067558,0,3.98,Random House,Hardcover,278,2012,2012,,01/02/19,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
13543133,"How to Find Out Anything: From Extreme Google Searches to Scouring Government Documents, a Guide to Uncovering Anything about Everyone and Everything",Don MacLeod,"MacLeod, Don",,0735204675,9780735204676,3,3.61,Prentice Hall Press,Paperback,256,2012,2012,01/02/19,04/01/19,,,read,"Initial chapters of the book are really good however this book needs major revision since things have changed a lot. I also found a less connect with last few chapters since they were based on US. I picked up this book because I was fascinated with its title, I think it did justice to that.",,,1,,,0,,,,,
11223446,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",,,,5,3.99,Vintage Digital,Kindle Edition,224,2010,1929,31/01/19,26/01/19,,,read,,,,1,,,0,,,,,
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,"Sowell, Thomas",,0465081452,9780465081455,0,4.34,Basic Books,Hardcover,448,2003,2000,,29/01/19,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
81977,What Has Government Done to Our Money? and The Case for a 100 Percent Gold Dollar,Murray N. Rothbard,"Rothbard, Murray N.",,0945466447,9780945466444,0,4.27,Ludwig von Mises Institute,Hardcover,191,2005,1963,,29/01/19,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
22617068,Understanding Economic devleopment,NCERT,"NCERT, NCERT",,,,3,3.29,,,92,,,26/01/19,06/01/19,,,read,,,,1,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,,,0,3.99,Simon & Schuster,Kindle Edition,194,2011,1953,,23/01/19,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
95784,The Rape of Nanking,Iris Chang,"Chang, Iris",,0140277447,9780140277449,0,4.12,Penguin Books,Paperback,290,1998,1997,,21/01/19,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
32492030,The Craft of Research,Wayne C. Booth,"Booth, Wayne C.","Gregory G. Colomb, Joseph M. Williams, Joseph Bizup, William T. FitzGerald",,,5,3.91,University of Chicago Press,Kindle Edition,336,2016,1995,21/01/19,04/01/19,,,read,"I feel research is a life-skill, in fact in today's world, it is a superpower. In the age of information, the ability to extract solution of the problems and the ability to document the solution is something every engineer must be proficient at. I felt shortchanged for not reading this book earlier. Despite being academically good I always struggled with research projects. Partly because I never worked with a guide. Partly because I never read this book. Now that I have, I feel that the next project I pick, I'm going to do justice to that project. <br/><br/>In sophomore year, our class was assigned to write a report on a sedimentary basin. I spent countless hours randomly scavenging material online and then ruthlessly plagiarizing everything. For a) I could never understand the logic behind doing that project b) I never knew how to do it otherwise. Now after reading this book I would have done things differently. I'm inspired to do them again, just that my time is limited.<br/><br/>I recommend this book to every student, irrespective of their experience or interest in research.",,,1,,,0,,,,,
40163165,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,Brené Brown,"Brown, Brené",,0399592520,9780399592522,0,4.15,Random House,Hardcover,320,2018,2018,,11/01/19,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
13167215,Get Some Headspace: How Mindfulness Can Change Your Life in Ten Minutes a Day,Andy Puddicombe,"Puddicombe, Andy",,1250008409,9781250008404,0,4.02,St. Martin's Griffin,Paperback,224,2012,2011,,17/12/18,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
22617063,Economics IX,NCERT,"NCERT, NCERT",,,,3,2.85,,,100,,,06/01/19,06/01/19,,,read,,,,1,,,0,,,,,
35889205,The Storyteller's Secret,Sejal Badani,"Badani, Sejal",,1542048273,9781542048279,0,4.35,Lake Union Publishing,Paperback,400,2018,2018,,06/01/19,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
31353136,All Out War: The Full Story of How Brexit Sank Britain's Political Class,Tim Shipman,"Shipman, Tim",,,,0,4.33,William Collins,Kindle Edition,688,2016,2016,,06/01/19,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
29748768,Economics Textbook for Class - 9 - 970,NCERT,"NCERT, NCERT",,8174505172,9788174505170,0,4.19,NATIONAL COUNCIL OF EDUCATION RESEARCH TRAINING.-NEW DELHI,Paperback,54,,,,06/01/19,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,1476729085,9781476729084,5,4.02,Simon & Schuster,Hardcover,295,2013,2013,03/01/19,30/12/18,,,read,,,,1,,,0,,,,,
11447065,"The Quest: Energy, Security, and the Remaking of the Modern World",Daniel Yergin,"Yergin, Daniel",,1594202834,9781594202834,5,4.12,Penguin Press,Hardcover,805,2011,2011,03/01/19,31/10/18,,,read,,,,1,,,0,,,,,
40806605,The Unending Game: A Former R&AW Chief’s Insights into Espionage,Vikram Sood,"Sood, Vikram",,,,0,3.79,Penguin,Kindle Edition,286,2018,,,02/01/19,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale","ریحانه جعفری, پروین قائمی",,,0,4.21,Gallery Books,Paperback,288,1998,1936,,05/05/18,"to-read, unfinished","to-read (#94), unfinished (#1)",to-read,,,,0,,,0,,,,,
85907,Marketing Management,Philip Kotler,"Kotler, Philip",Kevin Lane Keller,0131457578,9780131457577,0,4.08,Prentice Hall,Hardcover,816,2005,1967,,26/08/18,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
53336,"Women, Fire, and Dangerous Things: What Categories Reveal About the Mind",George Lakoff,"Lakoff, George",,0226468046,9780226468044,0,4.12,University of Chicago Press,Paperback,632,1990,1987,,28/12/18,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
27917357,Rich Dad Poor Dad: What The Rich Teach Their Kids About Money - That The Poor And Middle Class Do Not!,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,,,4,4.09,Plata Publishing,Kindle Edition,178,2015,1997,27/12/18,03/11/18,,,read,,,,1,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,,,5,4.46,Random House,Hardcover,334,2018,2018,22/12/18,22/12/18,,,read,,,,1,,,0,,,,,
40162653,The Deal Of A Lifetime,Fredrik Backman,"Backman, Fredrik",,,,4,3.77,Penguin,Kindle Edition,57,2018,2017,21/12/18,21/12/18,,,read,,,,1,,,0,,,,,
34941133,Principles: Life and Work,Ray Dalio,"Dalio, Ray",,,,4,4.09,Simon & Schuster,Kindle Edition,593,2017,2011,17/12/18,23/11/18,,,read,,,,1,,,0,,,,,
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,,,0,4.07,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,08/12/18,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,0140092501,9780140092509,0,4.02,Penguin Group,Paperback,352,1988,1987,,07/12/18,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,1607747308,9781607747307,0,3.85,Ten Speed Press,Hardcover,213,2014,2011,,05/12/18,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,0735220689,9780735220683,4,4.27,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,05/12/18,29/09/18,,,read,,,,1,,,0,,,,,
1866312,The Role of the Individual in History,Georgi Plekhanov,"Plekhanov, Georgi",,1410209482,9781410209481,0,4.02,University Press of the Pacific,Paperback,64,2003,1898,,04/12/18,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,0691017840,9780691017846,0,4.14,Princeton University Press,Paperback,416,1972,1949,,04/12/18,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
27477629,Startup Playbook,Sam Altman,"Altman, Sam",Gregory Koberger,,,0,4.44,,,,,,,03/12/18,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
34211871,How to be a Craftivist: The Art of Gentle Protest,Sarah Corbett,"Corbett, Sarah",,1783524073,9781783524075,0,3.89,Unbound,Hardcover,320,2017,,,03/12/18,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,0307269191,9780307269195,3,3.85,Knopf Publishing Group,Hardcover,188,2008,2007,03/12/18,20/11/18,,,read,,,,1,,,0,,,,,
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,0679723056,9780679723059,0,4.14,Vintage Books,Paperback,159,1989,1981,,03/12/18,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
10843354,Today We Are Rich: Harnessing The Power Of Total Confidence,Tim Sanders,"Sanders, Tim",,,,0,4.03,,Kindle Edition,296,,2011,,27/11/18,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
18111281,A Long Way Home,Saroo Brierley,"Brierley, Saroo","Larry Buttrose, Vikas Adam",0670077046,9780670077045,0,4.09,Viking,Paperback,288,2013,2013,,27/11/18,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
15717943,"Hopeless (Hopeless, #1)",Colleen Hoover,"Hoover, Colleen",,1301949825,9781301949823,0,4.28,,ebook,410,2012,2012,,25/11/18,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,0399155341,9780399155345,0,4.46,Amy Einhorn Books/G.P. Putnam's Sons,Hardcover,464,2009,2009,,25/11/18,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
34661984,How Not To Be a Boy,Robert Webb,"Webb, Robert",,,,0,4.21,Canongate Books,Kindle Edition,337,2017,2017,,24/11/18,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,0385349947,9780385349949,0,3.94,Knopf,Hardcover,217,2013,2013,,24/11/18,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
36373463,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",Neil Smith,1501160796,9781501160790,5,4.34,Atria Books,Hardcover,448,2018,2017,23/11/18,10/11/18,,,read,,,,1,,,0,,,,,
9365500,Rascal: Making a Difference by Becoming an Original Character,Chris Brady,"Brady, Chris",Orrin Woodward,,,0,4.35,,Paperback,185,2010,2010,,19/11/18,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
115012,The Ant and the Elephant: Leadership for the Self: A Parable and 5-Step Action Plan to Transform Workplace Performance,Vince Poscente,"Poscente, Vince",,0974640360,9781893430143,0,4.2,Be Invinceable Group,Hardcover,115,2004,2004,,19/11/18,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
1103,Snow Flower and the Secret Fan,Lisa See,"See, Lisa",,0812968069,9780812968064,0,4.07,Random House ,Paperback,269,2006,2005,,17/11/18,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,0312577222,9780312577223,0,4.57,St. Martin's Press,Hardcover,440,2015,2015,,17/11/18,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
34927828,The Great Alone,Kristin Hannah,"Hannah, Kristin",,0312577230,9780312577230,0,4.35,St. Martin's Press,Hardcover,440,2018,2018,,17/11/18,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,1984819194,9781984819192,0,4.3,Bantam,Hardcover,256,2018,2018,,17/11/18,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
36407347,"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality and Our Destiny Beyond Earth",Michio Kaku,"Kaku, Michio",,0241304849,9780241304846,0,4.17,Allen Lane,Hardcover,368,2018,2018,,17/11/18,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
36391536,"She Has Her Mother's Laugh: The Powers, Perversions, and Potential of Heredity",Carl Zimmer,"Zimmer, Carl",,1101984597,9781101984598,0,4.17,Dutton,Hardcover,657,2018,2018,,17/11/18,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
31140513,And Every Morning the Way Home Gets Longer and Longer,Fredrik Backman,"Backman, Fredrik",Alice Menzies,1501160486,9781501160486,5,4.31,Atria Books,Hardcover,76,2016,2015,16/11/18,22/09/18,,,read,,,,1,,,0,,,,,
31443394,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,1501160761,9781501160769,5,4.25,Atria Books,Hardcover,418,2017,2016,11/11/18,22/09/18,,,read,,,,1,,,0,,,,,
21032,Existential Psychotherapy,Irvin D. Yalom,"Yalom, Irvin D.",,0465021476,9780465021475,0,4.42,Basic Books,Hardcover,544,1980,1980,,04/11/18,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
1270698,Light From Many Lamps,Lillian Watson,"Watson, Lillian",,0671652508,9780671652500,5,4.33,Touchstone,Paperback,352,1988,1988,02/11/18,09/10/18,,,read,,,,1,,Dr Bala,0,,,,,
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,0307266303,9780307266309,0,4.29,Knopf,Hardcover,287,2009,2009,,01/11/18,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
10126453,Economics in One Lesson: The Shortest and Surest Way to Understand Basic Economics,Henry Hazlitt,"Hazlitt, Henry",,,,3,4.2,,Kindle Edition,220,,1946,01/11/18,21/10/18,,,read,,,,1,,,0,,,,,
2282233,Essentials Of Economics: A Brief Survey Of Principles And Policies,Faustino Ballve,"Ballve, Faustino",,0910614989,9780910614986,0,4.13,,,,,1956,,01/11/18,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
13372977,Private Empire: ExxonMobil and American Power,Steve Coll,"Coll, Steve",,1594203350,9781594203350,0,3.98,Penguin Press,Hardcover,704,2012,2012,,31/10/18,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
149150,Giant,Edna Ferber,"Ferber, Edna",,0060956704,9780060956707,0,4.01,Harper Perennial Modern Classics,Paperback,432,2019,1952,,31/10/18,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
3554517,The Big Rich: The Rise and Fall of the Greatest Texas Oil Fortunes,Bryan Burrough,"Burrough, Bryan",,1594201994,9781594201998,0,4.03,"Penguin Press HC, The",Hardcover,466,2009,2009,,31/10/18,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
12903732,"The Global Oil & Gas Industry: Management, Strategy and Finance",Andrew Inkpen,"Inkpen, Andrew",Michael H. Moffett,1593702396,9781593702397,0,4.15,Pennwell Books,Hardcover,455,2011,2011,,31/10/18,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
37764301,"Oilfield Survival Guide, Volume One: For All Oilfield Situations",Matthew J. Hatami,"Hatami, Matthew J.",,069281308X,9780692813089,0,4.47,"Oilfield Books, LLC",Paperback,326,2017,,,31/10/18,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
19306508,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,,,5,4.35,Ebury Digital,Kindle Edition,160,2013,1946,14/04/18,18/04/18,,,read,,,,2,,,0,,,,,
41022954,71 TO 51: My Journey from Failure to IAS & Your Guide to Success,Ila Tripathi,"Tripathi, Ila",Bhavesh Mishra,,,4,4.25,,Kindle Edition,194,2018,,27/10/18,26/10/18,,,read,,,,1,,,0,,,,,
8928984,Fire On The Horizon: The Untold Story Of The Gulf Oil Disaster,John Konrad,"Konrad, John",Tom Shroder,0062063006,9780062063007,3,4.12,Harper,Hardcover,270,2011,2011,27/10/18,21/10/18,,,read,,,,1,,,0,,,,,
81959,As a Man Thinketh,James Allen,"Allen, James",,1585425648,9781585425648,0,4.26,TarcherPerigee,Hardcover,80,2006,1902,,20/10/18,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,0316204366,9780316204361,0,3.95,"Little, Brown and Company",Hardcover,305,2013,2013,,19/10/18,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,0316010669,9780316010665,0,3.94,Back Bay Books,Paperback,296,2007,2005,,19/10/18,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,0316017922,9780316017923,0,4.17,"Little, Brown and Company",Hardcover,309,2008,2008,,19/10/18,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,0316346624,9780316346627,0,3.98,Back Bay Books,Paperback,301,2002,2000,,19/10/18,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,0062301233,9780062301239,5,4.21,Ecco,Hardcover,392,2015,2015,19/10/18,16/10/18,,,read,,,,1,,,0,,,,,
20893356,The Best Place to Work: The Art and Science of Creating an Extraordinary Workplace,Ron   Friedman,"Friedman, Ron",,0399165592,9780399165597,0,4.17,TarcherPerigee,Hardcover,352,2014,2014,,18/10/18,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
66354,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,0060920432,9780060920432,5,4.09,Harper Perennial,Paperback,303,1990,1990,18/10/18,25/06/18,,,read,,,,1,,,0,,,,,
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,0735224293,9780735224292,0,4.09,Penguin Press,Hardcover,338,2017,2017,,15/10/18,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,0425284689,9780425284681,0,4.37,Ballantine Books,Hardcover,342,2017,2017,,15/10/18,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
27406704,Britt-Marie Was Here,Fredrik Backman,"Backman, Fredrik",Henning Koch,1501142534,9781501142536,4,4.06,Atria Books,Hardcover,324,2016,2014,15/10/18,29/09/18,,,read,,,,1,,,0,,,,,
8153,The Luzhin Defense,Vladimir Nabokov,"Nabokov, Vladimir",Michael Scammell,0679727221,9780679727224,0,3.96,Vintage,Paperback,256,1990,1929,,09/10/18,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,"Backman, Fredrik",Henning Koch,1501115065,9781501115066,5,4.05,Atria Books,Hardcover,372,2015,2013,28/09/18,22/09/18,,,read,Because all seven-year-olds deserve superheroes.<br/>And whoever disagrees with that needs their head examined.<br/><br/><br/>,,,1,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,0140449264,9780140449266,0,4.26,Penguin Classics,Paperback,1276,2003,1844,,27/09/18,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,1594205078,9781594205071,0,4.43,Penguin Press,Hardcover,790,2017,2017,,26/09/18,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
97642,No More Mr. Nice Guy,Robert A. Glover,"Glover, Robert A.",,0762415339,9780762415335,0,4.02,Running Press Adult,Hardcover,208,2003,2000,,22/09/18,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
7937510,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",Burton G. Malkiel,0393337642,9780393337648,5,4.04,W. W. Norton  Company,Paperback,384,2010,2002,22/09/18,04/06/18,,,read,I highly recommend this book for all those who never took Econ 101 in college like me. This book will surely give you an extra pair of eyes. The eyes of an economist.,,,1,,,0,,,,,
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,1400077303,9781400077304,0,4.12,Vintage,Paperback,832,2004,1998,,17/09/18,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
17707481,The Frackers: The Outrageous Inside Story of the New Billionaire Wildcatters,Gregory Zuckerman,"Zuckerman, Gregory",,1591846455,9781591846451,0,3.99,Portfolio,Hardcover,416,2013,2013,,11/09/18,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
765773,The Courage to Write: How Writers Transcend Fear,Ralph Keyes,"Keyes, Ralph",,0805074678,9780805074673,0,4.02,Holt McDougal,Paperback,240,2003,1995,,11/09/18,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
900892,A Random Walk Down Wall Street,Burton G. Malkiel,"Malkiel, Burton G.",,0393325350,9780393325355,0,4.12,W. W. Norton  Company,Paperback,464,2004,1973,,11/09/18,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
19005287,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,"Gribbin, John",,,,0,4.05,Transworld Digital,Kindle Edition,400,2012,1984,,10/09/18,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
