Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
40604197,Half a World Away,Mike Gayle,"Gayle, Mike",,,,0,4.15,Hodder & Stoughton,Kindle Edition,320,2019,2019,,18/12/20,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,0060513039,9780060513030,3,4.3,Harpercollins Childrens Books,Hardcover,176,2002,1974,18/12/20,14/11/20,,,read,"This is a book of poems which would amuse the kids and adults alike. I enjoyed some of the poems a lot, I sang them like you sing nursery rhymes. When you read these poems you feel wow, this is so easy anybody can write it, but then when you sit to write the review for the book you realise you can't write a parody poetry like Shel Silverstein does, and that's how you realize what a talent it is.<br/><br/><b>MAGIC</b><br/>But all the magic I have known<br/>I've had to make myself.<br/><br/><b>COLORS</b><br/>And all the colors I am inside<br/>Have not been invented yet.<br/><br/><b>EARLY BIRD</b><br/>Oh, if you're a bird, be an early bird<br/>And catch the worm for your breakfast plate.<br/>If you're a bird, be an early bird-<br/>But if you're a worm, sleep late.",,,1,,,0,,,,,
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,0143128728,9780143128724,4,4.14,Penguin Books,Paperback,256,2016,2015,13/12/20,16/11/20,,,read,"When I began reading this book I felt that this book is just going to make me feel depressed, it was painful at time to read what Matt goes through inside his head. And often I would ask, but why should I cling to it? Why should I finish reading it? I knew the answer, it was partly because of the pleasure of finishing things, and partly because of the hope that by the end of the book maybe everything in his life would be okay. But it's not a fairy tale, life is not a fairy tale. 'Monsters are real,' Stephen King said. 'And ghosts are real too. They live inside us, and sometimes, they win.' If I have to see the silver lining in what Stephen King said, then it would be that sometimes, they lose as well, and that's how life goes on for someone who is chronically depressed. And that was this book was about, that bouts of dark days would come and go, there will be storm inside your head on some days when the only thing that you can think about it that storm, but some days it will be sunshine. And it will be a beautiful sunshine. <br/><br/><blockquote><br/>' . . . once the storm is over you won't remember how you made it through, how you managed to survive. You won't even be sure, in fact, whether the storm is really over. But one thing is certain. When you come out of the storm you won't be the same person who walked in. That's what this storm's all about.'<br/>          —Haruki Murakami, <i>Kafka on the Shore</i><br/></blockquote> <br/><br/>Neil Gaiman once said that writing is like walking naked on the street, and if you read this book, you'd see Matt naked, broken, vulnerable, and at his lows when he just wanted to end his life. But that's the thing about human will to survive, in this book, you also see him healing, holding, and learning to live with his illness anyway. <br/><br/>The chapters of this book are like journals of a boy on a journey to self-healing. They are messages that he is writing to himself but they speak to a volume of people around the globe. Matt spoke to my heart when he spoke about finding comfort in life, finding reason to stay alive in the books waiting to be read, and words waiting to be written. <br/><br/><blockquote>There is this idea that you either read to escape or you read to find yourself. I don't really see the difference. We find ourselves through the process of escaping. It is not where we are, but where we want to go, and all that. 'Is there no way out of the mind?' Sylvia Path famously asked. I had been interested in this question (what it meant, what the answers might be) ever since I had come across it as a teenager in a book of quotations. If there is a way out, a way that isn't death itself, then the exit route is through words. But rather that leave the mind entirely, words help us leave a mind, and give us the building blocks to build another one, similar but better, nearby to the old one but with firmer foundations, and very often a better view.<br/><br/>Every book written is the product of a human mind in a particular state. Add all the books together and you get the end sum of humanity. Evert time I read a great book I felt I was reading a kind of map, a treasure map, and the treasure I was being directed to was in actual fact myself. But each map was incomplete, and I would only locate the treasure if I read all the books, and so the process of finding my best self was an endless quest. And book themselves seemed to me reflect this idea. Which is why the plot of every book ever can be boiled down to 'someone is looking for something'.<br/></blockquote><br/><br/>And like any other good book, this book leaves me with 10 or so more good books to look forward to read, and hence for those reasons I love this book even more.",,,1,,,0,,,,,
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,0141301066,9780141301068,0,4.31,Puffin Books,Paperback,240,1998,1988,,13/12/20,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,0142403881,9780142403884,0,4.14,Puffin Books,Paperback,176,2005,1964,,13/12/20,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
30118,A Light in the Attic,Shel Silverstein,"Silverstein, Shel",,0060513063,9780060513061,0,4.32,Harpercollins Childrens Books,Hardcover,176,2002,1981,,13/12/20,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,0684853949,9780684853949,0,4.05,Touchstone,Paperback,243,1998,1985,,13/12/20,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
200572,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,"Wodehouse, P.G.",,1585678759,9781585678754,4,4.08,Harry N. Abrams,Hardcover,256,2007,1919,12/12/20,16/11/20,,,read,"Rating: 3.75/5<br/><br/>P.G. Wodehouse. I knew from a long time that this gentleman wrote something that was funny, but I only decided to finally give it a read after an India comic, Rohan Joshi, in a video on his YouTube Channel said, read P.G. Wodehouse if you want to read some of the best slapstick comedy there is. <br/><br/>What ho! This book was humorous, and full of misunderstandings. It was like reading the script of a comedy show. Bertie Wooster who is an aristocrat from London with money enough to never have the need to think about it twice, lives in New York with his personal gentleman Jeeves, who seem to have solution to every trouble Bertie gets into, however, the solutions Jeeves come up with often end up only creating more problems for Bertie. The stories follow a certain formula which is quite predictable, however Wodehouse prose are so effortlessly poetic that you just want to keep reading it, and you don't want to just read it, you want to read it out loud, with the aristocratic accent. <br/><br/>But not all stories in this book are about Bertie and Jeeves, some of them are about Reggie Peppers, however Reggie seems to lack the charm that Bertie possess, and when the book is called My Man Jeeves, you don't really want to read a story that doesn't have Jeeves in it.<br/><br/>There is one thing about comedy genre, come what may, your characters never get hurt. Well, I had this complaint with Hitchhiker's Guide to Galaxy, and I have that same complaint with this book. And that is, you don't really get to connect with the characters because nothing that is happening to them is felt emotionally. But then again, these books are written with the intent to make you laugh and to brighten up your dark days. DON'T TAKE THINGS SO SERIOUSLY. These books are like a good comic or a good meme. THERE IS NO WHY. <br/><br/>And my second complaint with this book is the complaint I often have with classics, you find it hard to relate. With that said, it was a GOODREAD.",,,1,,,0,,,,,
30267604,Ghachar Ghochar,Vivek Shanbhag,"Shanbhag, Vivek",Srinath Perur,014311168X,9780143111689,0,3.92,Penguin Books,Paperback,118,2017,2013,,11/12/20,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
50939690,My Past Is a Foreign Country: A Muslim feminist finds herself,Zeba Talkhani,"Talkhani, Zeba",,,,0,4.19,Sceptre,Kindle Edition,197,2019,2019,,11/12/20,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
52762903,The Book of Lost Names,Kristin Harmel,"Harmel, Kristin",,1982131896,9781982131890,0,4.36,Gallery Books,Hardcover,388,2020,2020,,09/12/20,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
38600016,The Inheritance,Matthew Lopez,"Lopez, Matthew",,0571348351,9780571348350,0,4.55,Faber  Faber,Paperback,320,2018,2018,,09/12/20,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
51700803,Eat a Peach,David Chang,"Chang, David",Gabe Ulla,152475921X,9781524759216,0,3.95,Clarkson Potter Publishers,Hardcover,288,2020,2020,,09/12/20,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
41717572,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,1580058825,9781580058827,0,4.51,Seal Press,Paperback,256,2019,2018,,09/12/20,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
37588678,"1,000 Books to Read Before You Die: A Life-Changing List",James Mustich,"Mustich, James",,1523504455,9781523504459,0,4.14,Workman Publishing Company,Hardcover,960,2018,2018,,09/12/20,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
49203394,Barely Functional Adult: It'll All Make Sense Eventually,Meichi Ng,"Ng, Meichi",,0062945599,9780062945594,5,4.17,Harper Perennial,Hardcover,416,2020,2020,08/12/20,26/11/20,,,read,"HIGLY RELATABLE BOOK. 5 STARS. HUMOROUS. TERRIBLE FUN. AND CUTE.<br/><br/>She writes that there is a strange but potent comfort in the discovery that someone else in the universe has experienced the exact same feelings as we have. And that's what this book is about, knowing that, more or less, all of us are going through same things, just that some of us are good at managing it, or maybe hiding it than others. But then again, maybe not, maybe some of us are just introverted kids, who live in our own minds than in real world. But then, does that mean our minds are beautiful?<br/><br/><b>On Feeling Lost</b><br/><br/><blockquote>And in trying to figure out we want to do, in trying to figure out what makes us happy, we're bound to feel a little lost at times. But maybe this sense of feeling lost is necessary. Maybe feeling lost is what pushes us to keep exploring. It's the ethereal song that awakens our curiosities and drives us to follow cows, discover hidden cows, and find remnants of good in a world that so often feels too dark and broken.<br/><br/>Maybe feeling lost is just the prerequisite of adventure—the first chapter of any good story</blockquote><br/><br/><b>On JUNK</b><br/><br/><blockquote>There is something to be said about the people who are able to give us the exact kind of junk we love. Not the expensive gifts, because anyone can give those, but the inexpensive ones, the crap no one would steal if we left it out in our cars, the worthless but priceless totems that remind us we are seen.</blockquote><br/><br/><b>On Moving On <i>hehehe</i></b><br/><br/><blockquote>My understanding of ""moving on"" has shifted substantially over the years. I no longer consider moving on to be synonymous with no caring. I think it's more complex than that. I think moving on is about allowing ourselves to remember the good and the bad, to distinguish the past from the present, and to accept who we are, who we were, and everyone we met along the way.</blockquote><br/><br/><b>On BEST FRIENDS</b><br/><br/><blockquote>With old friends, there's no censorship. You can speak as you please because you've earned the luxary of being yourself. Pointless conversations can go on for hours, but you won't feel the hours. And if you should say something questionable, they'll know it's because you're having a bad week, and not because you're a bad person. True friends see the best parts of us, even when we forgot those parts ourselves.</blockquote><br/><br/>There are so many more parts of this book and comics that I want to share with you but I can't right now. If you want to cheer up your day, then this is the book you pick. You don't believe what I say? Don't worry. It'll All Make Sense Eventually.",,,1,,,0,,,,,
